0 1 2
1758 1058 1666
1024 1666 1025
1025 1059 1611
1025 1611 1026
1026 1060 1588
1026 1588 1027
1027 1628 1028
1028 1628 1062
1028 1062 1029
1029 1062 1063
1029 1063 1030
1030 1063 1064
1030 1064 1031
1031 1064 1065
1031 1065 1032
1032 1065 1066
1032 1066 1033
1033 1066 1067
1033 1067 1034
1034 1372 1035
1035 1372 1068
1035 1263 1036
1036 1263 1069
1036 1299 1037
1037 1299 1070
1037 1402 1038
1038 1402 1652
1038 1538 1039
1039 1538 1447
1039 1447 1040
1793 1072 1329
1040 1329 1041
1041 1571 1042
1042 1571 1074
1042 1074 1043
1043 1074 1075
1043 1075 1044
1044 1075 1076
1044 1076 1045
1045 1076 1077
1045 1077 1046
1046 1077 1078
1046 1078 1047
1047 1078 1079
1047 1079 1048
1048 1591 1049
1049 1591 1080
1049 1661 1050
1050 1661 1081
1050 1721 1051
1051 1721 1082
1051 1755 1052
1052 1755 1083
1052 1808 1053
1053 1808 1870
1053 1870 1054
1936 1084 1528
1054 1528 1055
1055 1193 1021
1021 1193 1056
1056 1452 1057
1057 1452 1087
1057 1776 1058
1058 1776 1852
1058 1852 1059
1059 1088 1655
1059 1655 1060
1060 1540 1061
1061 1540 1090
1061 1090 1062
1062 1090 1091
1062 1091 1063
1063 1091 1092
1063 1092 1064
1064 1092 1093
1064 1093 1065
1065 1093 1066
1066 1093 1094
1066 1094 1067
1067 1094 1095
1067 1095 1068
1068 1095 1096
1068 1096 1069
1069 1096 1097
1069 1097 1070
1070 1194 1071
1071 1194 1956
1071 1440 1072
1072 1440 1806
1072 1806 1073
1073 1099 1762
1073 1762 1074
1074 1100 1101
1074 1101 1075
1075 1101 1076
1076 1101 1102
1076 1102 1077
1077 1102 1103
1077 1103 1078
1078 1103 1104
1078 1104 1079
1079 1104 1105
1079 1105 1080
1080 1457 1081
1081 1457 1106
1081 1581 1082
1082 1581 1107
1082 1752 1083
1083 1752 1108
1083 1108 1084
1084 1108 1831
1084 1831 1085
1085 1267 1056
1056 1267 1086
1086 1606 1087
1087 1606 1111
1087 1111 1088
1088 1111 1112
1088 1112 1089
1089 1112 1113
1089 1113 1090
1090 1745 1091
1091 1745 1114
1091 1114 1092
1092 1114 1115
1092 1115 1093
1093 1115 1116
1093 1116 1094
1094 1116 1117
1094 1117 1095
1095 1117 1096
1096 1117 1118
1096 1841 1097
1097 1841 1119
1097 1119 1098
1098 1119 1120
1098 1120 1099
1099 1120 1757
1099 1757 1100
1100 1121 1101
1101 1121 1122
1101 1122 1102
1102 1122 1123
1102 1123 1103
1103 1123 1124
1103 1124 1104
1104 1124 1125
1104 1125 1105
1105 1705 1106
1106 1705 1126
1106 1126 1107
1107 1126 1127
1107 1127 1108
1108 1127 1128
1108 1128 1109
1109 1378 1086
1086 1378 1110
1110 1129 1111
1111 1129 1130
1111 1130 1112
1112 1668 1113
1113 1668 1131
1113 1131 1114
1114 1131 1132
1114 1132 1115
1115 1132 1116
1116 1132 1133
1116 1133 1117
1117 1133 1134
1117 1134 1118
1118 1134 1119
1119 1134 1135
1119 1135 1120
1120 1135 1121
1121 1135 1136
1121 1136 1122
1122 1136 1137
1122 1137 1123
1123 1137 1124
1124 1137 1138
1124 1138 1125
1125 1138 1139
1125 1139 1126
1126 1619 1127
1127 1619 1140
1127 1140 1128
1128 1366 1110
1110 1366 1129
1129 1141 1130
1130 1449 1131
1131 1449 1142
1131 1142 1132
1132 1431 1133
1133 1431 1143
1133 1143 1134
1134 1601 1135
1135 1601 1144
1135 1144 1136
1136 1622 1137
1137 1622 1145
1137 1145 1138
1138 1384 1139
1139 1384 1146
1139 1146 1140
1140 1308 1129
1129 1308 1141
1141 1147 1142
1142 1147 1143
1143 1147 1144
1144 1147 1145
1145 1147 1146
1146 1147 1141
1859 1020 1148
1148 1020 981
1816 1055 1149
1149 1055 1021
577 637 1150
1150 637 638
578 638 1151
1151 638 639
1994 980 1152
1152 980 936
834 886 1153
1153 886 835
549 1857 1154
1154 609 1912
886 935 1155
1155 935 887
576 636 1156
1156 636 637
548 1885 1157
1157 608 1911
550 1906 1158
1158 610 1926
516 576 1159
1159 576 577
779 834 1160
1160 834 780
517 577 1161
1161 577 578
599 1921 1162
1162 659 1979
489 1917 1163
1163 549 1922
600 1923 1164
1164 660 1991
539 1930 1165
1165 599 1929
598 658 1166
1166 658 1990
490 1953 1167
1167 550 1925
540 1955 1168
1168 600 1948
538 598 1169
1169 598 1932
722 779 1170
1170 779 723
597 657 1171
1171 657 658
547 1987 1172
1172 607 1946
537 597 1173
1173 597 1933
601 1996 1174
1174 661 662
488 1986 1175
1175 548 1931
997 1035 1176
1176 1035 1036
551 611 1177
1177 611 1980
575 635 1178
1178 635 636
491 551 1179
1179 551 1961
954 997 1180
1180 997 998
541 601 1181
1181 601 602
515 1842 1182
1182 575 576
723 780 1183
1183 780 781
536 596 1184
1184 596 1982
663 722 1185
1185 722 664
579 639 1186
1186 639 640
953 996 1187
1187 996 997
596 656 1188
1188 656 657
602 662 1189
1189 662 663
780 835 1190
1190 835 1965
546 606 1191
1191 606 607
487 547 1192
1192 547 1983
1055 1085 1193
1193 1085 1056
1070 1097 1194
1194 1097 1098
518 578 1195
1195 578 579
835 887 1196
1196 887 888
664 723 1197
1197 723 724
542 602 1198
1198 602 603
603 663 1199
1199 663 604
604 664 1200
1200 664 665
545 605 1201
1201 605 606
724 1954 1202
1202 781 1934
607 1880 1203
1203 667 1881
492 552 1204
1204 552 553
606 1992 1205
1205 666 1952
1206 721 722
1206 722 663
1207 720 721
1207 721 662
544 604 1208
1208 604 605
486 546 1209
1209 546 547
605 665 1210
1210 665 666
552 612 1211
1211 612 613
608 1824 1212
1212 668 1868
1213 719 1999
1213 720 1949
665 724 1214
1214 724 1913
887 1998 1215
1215 936 937
574 634 1216
1216 634 635
751 807 1217
1217 807 808
543 603 1218
1218 603 544
1219 833 834
1219 834 779
535 595 1220
1220 595 596
1221 778 779
1221 779 722
595 655 1222
1222 655 656
725 1865 1223
1223 782 1882
514 1809 1224
1224 574 575
485 545 1225
1225 545 546
693 751 1226
1226 751 752
480 1993 1227
1227 540 541
484 544 1228
1228 544 545
609 1812 1229
1229 669 1876
1230 718 719
1230 719 1889
781 1928 1231
1231 836 1919
666 1897 1232
1232 725 1845
481 541 1233
1233 541 542
479 1915 1234
1234 539 540
936 1884 1235
1235 981 982
996 1034 1236
1236 1034 1035
836 1938 1237
1237 888 889
482 542 1238
1238 542 543
1239 777 1969
1239 778 1988
1240 487 488
1240 488 429
483 543 1241
1241 543 484
1242 488 489
1242 489 1976
694 752 1243
1243 752 753
1244 832 833
1244 833 1977
1245 885 886
1245 886 834
911 958 1246
1246 958 959
667 1815 1247
1247 726 1821
1248 750 751
1248 751 693
726 1804 1249
1249 783 1878
752 808 1250
1250 808 809
1251 484 485
1251 485 426
998 1036 1252
1252 1036 1037
493 553 1253
1253 553 554
1254 486 487
1254 487 428
478 1947 1255
1255 538 539
1256 806 807
1256 807 751
1257 717 718
1257 718 1904
553 613 1258
1258 613 614
424 483 1259
1259 483 425
610 1851 1260
1260 670 1900
1261 485 486
1261 486 427
367 424 1262
1262 424 368
1035 1068 1263
1263 1068 1069
1264 489 490
1264 490 1963
1265 425 426
1265 426 369
1266 934 935
1266 935 886
1085 1109 1267
1267 1109 1086
534 594 1268
1268 594 595
1269 776 1958
1269 777 1896
594 654 1270
1270 654 655
573 633 1271
1271 633 634
1272 368 369
1272 369 314
981 1826 1273
1273 1021 1022
695 753 1274
1274 753 754
782 1838 1275
1275 837 1909
423 482 1276
1276 482 483
668 1780 1277
1277 727 1822
312 367 1278
1278 367 313
477 537 1279
1279 537 538
955 998 1280
1280 998 999
1281 831 832
1281 832 1916
366 423 1282
1282 423 424
422 481 1283
1283 481 482
1284 749 750
1284 750 692
519 579 1285
1285 579 580
727 1781 1286
1286 784 1887
260 312 1287
1287 312 261
1288 313 314
1288 314 262
753 809 1289
1289 809 810
513 1888 1290
1290 573 574
421 1981 1291
1291 480 481
888 1894 1292
1292 937 938
837 1843 1293
1293 889 890
1294 426 427
1294 427 370
1295 490 491
1295 491 432
696 754 1296
1296 754 755
365 422 1297
1297 422 423
1298 716 717
1298 717 658
1036 1069 1299
1299 1069 1070
1300 884 885
1300 885 1957
1301 805 806
1301 806 750
1302 1040 1041
1302 1041 1004
611 671 1303
1303 671 1975
494 554 1304
1304 554 555
1305 369 370
1305 370 315
1306 775 1972
1306 776 1847
580 640 1307
1307 640 641
1140 1146 1308
1308 1146 1141
364 421 1309
1309 421 422
1310 427 428
1310 428 371
554 614 1311
1311 614 615
420 1853 1312
1312 479 480
1313 261 262
1313 262 213
476 536 1314
1314 536 537
311 366 1315
1315 366 367
669 1767 1316
1316 728 1836
1317 428 429
1317 429 372
697 755 1318
1318 755 756
533 593 1319
1319 593 594
593 653 1320
1320 653 654
211 260 1321
1321 260 212
783 1778 1322
1322 838 1927
1323 979 980
1323 980 1994
1324 748 749
1324 749 691
1325 830 831
1325 831 1879
1326 933 934
1326 934 1978
572 632 1327
1327 632 633
363 1903 1328
1328 420 421
1329 1072 1073
1329 1073 1041
754 810 1330
1330 810 811
1331 370 371
1331 371 316
1332 429 430
1332 430 1968
1333 1003 1004
1333 1004 962
259 311 1334
1334 311 312
1335 491 492
1335 492 433
728 1772 1336
1336 785 1910
698 756 1337
1337 756 757
1338 371 372
1338 372 317
912 959 1339
1339 959 960
419 1830 1340
1340 478 479
1341 314 315
1341 315 263
1342 804 805
1342 805 749
310 365 1343
1343 365 366
1021 1056 1344
1344 1056 1057
1345 715 716
1345 716 657
166 211 1346
1346 211 167
937 1798 1347
1347 982 983
1348 774 1997
1348 775 1846
1349 212 213
1349 213 168
1350 883 884
1350 884 1869
838 1779 1351
1351 890 891
612 672 1352
1352 672 673
1353 372 373
1353 373 318
755 811 1354
1354 811 812
1355 747 748
1355 748 690
495 555 1356
1356 555 556
1357 957 958
1357 958 911
475 535 1358
1358 535 536
532 592 1359
1359 592 593
1360 430 431
1360 431 1875
362 1863 1361
1361 419 420
592 652 1362
1362 652 653
512 572 1363
1363 572 573
670 1775 1364
1364 729 1860
555 615 1365
1365 615 616
1128 1140 1366
1366 1140 1129
258 310 1367
1367 310 311
1368 262 263
1368 263 214
889 1786 1369
1369 938 939
1370 829 830
1370 830 1893
309 1967 1371
1371 364 365
1034 1067 1372
1372 1067 1068
210 259 1373
1373 259 260
784 1743 1374
1374 839 1942
1375 492 493
1375 493 434
999 1037 1376
1376 1037 1038
126 166 1377
1377 166 127
1109 1128 1378
1378 1128 1110
756 812 1379
1379 812 813
418 1892 1380
1380 477 478
1381 1019 1020
1381 1020 1859
699 757 1382
1382 757 758
571 631 1383
1383 631 632
1138 1145 1384
1384 1145 1146
1385 315 316
1385 316 264
1386 932 933
1386 933 1886
1387 373 374
1387 374 1962
1388 803 804
1388 804 748
1389 167 168
1389 168 128
729 1787 1390
1390 786 1959
962 1004 1391
1391 1004 1005
1392 746 747
1392 747 689
956 999 1393
1393 999 1000
1394 978 979
1394 979 1883
257 309 1395
1395 309 310
1396 431 432
1396 432 1895
982 1756 1397
1397 1022 1023
1398 773 774
1398 774 1908
1399 714 715
1399 715 656
531 591 1400
1400 591 592
361 1941 1401
1401 418 419
1037 1070 1402
1402 1070 1071
308 1799 1403
1403 363 364
1404 882 883
1404 883 1807
613 673 1405
1405 673 674
1406 316 317
1406 317 265
1407 263 264
1407 264 215
474 534 1408
1408 534 535
496 556 1409
1409 556 557
839 1739 1410
1410 891 892
671 1811 1411
1411 730 1944
591 651 1412
1412 651 652
1413 213 214
1413 214 169
757 813 1414
1414 813 1861
1415 127 128
1415 128 93
1416 1039 1040
1416 1040 1003
556 616 1417
1417 616 617
165 210 1418
1418 210 211
417 476 1419
1419 476 477
209 258 1420
1420 258 259
913 960 1421
1421 960 961
1422 828 829
1422 829 774
91 126 1423
1423 126 92
1424 493 494
1424 494 435
1425 1002 1003
1425 1003 961
1426 374 375
1426 375 1985
520 580 1427
1427 580 581
511 571 1428
1428 571 572
1429 802 1858
1429 803 747
1430 1054 1055
1430 1055 1816
1132 1142 1431
1431 1142 1143
785 1717 1432
1432 840 1970
570 630 1433
1433 630 631
855 906 1434
1434 906 1744
256 1819 1435
1435 308 309
1436 317 318
1436 318 1943
890 1720 1437
1437 939 940
1438 454 455
1438 455 397
1439 264 265
1439 265 216
1071 1956 1440
1440 1098 1099
938 1711 1441
1441 983 984
1442 432 433
1442 433 376
1443 931 932
1443 932 1814
1444 203 204
1444 204 160
856 907 1445
1445 907 1874
1446 956 957
1446 957 910
1447 1071 1072
1447 1072 1793
1448 986 987
1448 987 943
1130 1141 1449
1449 1141 1142
730 1833 1450
1450 787 788
1451 987 988
1451 988 944
1056 1086 1452
1452 1086 1087
307 1749 1453
1453 362 363
1454 916 1848
1454 917 867
360 417 1455
1455 417 418
1456 772 773
1456 773 716
1080 1105 1457
1457 1105 1106
1458 159 160
1458 160 121
1459 713 714
1459 714 655
1004 1041 1460
1460 1041 1042
530 590 1461
1461 590 591
1462 745 746
1462 746 688
473 533 1463
1463 533 534
125 165 1464
1464 165 166
1465 915 916
1465 916 866
614 674 1466
1466 674 675
1467 92 93
1467 93 63
1468 204 205
1468 205 161
1469 881 882
1469 882 1783
1470 985 986
1470 986 942
395 453 1471
1471 453 454
1472 977 978
1472 978 1777
208 1820 1473
1473 257 258
1474 168 169
1474 169 129
1475 494 495
1475 495 436
1476 1018 1019
1476 1019 1765
672 1920 1477
1477 731 732
857 908 1478
1478 908 909
1479 214 215
1479 215 170
416 475 1480
1480 475 476
700 758 1481
1481 758 759
1482 265 266
1482 266 217
1483 318 319
1483 319 1794
581 641 1484
1484 641 642
1485 375 376
1485 376 321
1486 914 915
1486 915 865
1022 1854 1487
1487 1057 1058
497 557 1488
1488 557 558
1489 917 1937
1489 918 868
840 1709 1490
1490 892 893
1491 120 121
1491 121 87
1492 827 828
1492 828 773
802 856 1493
1493 856 1802
801 855 1494
1494 855 1733
1495 1026 1027
1495 1027 988
1000 1768 1496
1496 1038 1039
1497 1025 1026
1497 1026 987
957 1000 1498
1498 1000 1001
61 91 1499
1499 91 62
164 1914 1500
1500 209 210
1501 160 161
1501 161 122
854 905 1502
1502 905 906
557 617 1503
1503 617 618
590 650 1504
1504 650 651
255 1769 1505
1505 307 308
1506 205 206
1506 206 162
1507 865 866
1507 866 813
1508 864 865
1508 865 812
1509 433 434
1509 434 377
803 857 1510
1510 857 858
510 570 1511
1511 570 571
456 1995 1512
1512 516 517
569 629 1513
1513 629 630
134 175 1514
1514 175 176
1515 913 914
1515 914 864
1516 801 1813
1516 802 746
1517 863 864
1517 864 811
1518 87 88
1518 88 59
858 909 1519
1519 909 910
455 1714 1520
1520 515 516
786 1696 1521
1521 841 842
1522 984 985
1522 985 1872
1523 866 1785
1523 867 814
1524 1024 1025
1524 1025 986
804 858 1525
1525 858 859
472 532 1526
1526 532 533
306 1740 1527
1527 361 362
1528 1084 1085
1528 1085 1055
1529 1001 1002
1529 1002 1864
914 961 1530
1530 961 962
359 416 1531
1531 416 417
1532 862 863
1532 863 1825
983 1674 1533
1533 1023 1024
974 1015 1534
1534 1015 1016
758 814 1535
1535 814 815
963 1005 1536
1536 1005 1006
1537 930 931
1537 931 1782
1038 1652 1538
1538 1071 1447
1539 511 512
1539 512 1834
1060 1089 1540
1540 1089 1090
805 1935 1541
1541 859 860
457 517 1542
1542 517 518
1543 128 129
1543 129 94
1544 455 456
1544 456 398
731 1940 1545
1545 788 789
1546 771 772
1546 772 715
1547 942 943
1547 943 895
133 174 1548
1548 174 175
944 988 1549
1549 988 989
975 1016 1550
1550 1016 1017
1551 712 713
1551 713 654
90 125 1552
1552 125 126
1553 495 496
1553 496 437
1554 941 942
1554 942 894
891 1647 1555
1555 940 941
1556 912 913
1556 913 1788
973 1014 1557
1557 1014 1015
1558 1496 1039
1558 1039 1677
859 1855 1559
1559 910 911
1560 512 513
1560 513 1657
615 675 1561
1561 675 676
454 1609 1562
1562 514 515
1563 215 216
1563 216 171
98 134 1564
1564 134 135
1565 510 511
1565 511 452
1566 266 267
1566 267 1877
1567 62 63
1567 63 39
207 1716 1568
1568 256 257
1569 161 162
1569 162 123
1570 861 862
1570 862 1707
1041 1073 1571
1571 1073 1074
806 1726 1572
1572 860 861
1573 121 122
1573 122 88
1574 943 944
1574 944 896
800 854 1575
1575 854 855
1576 206 207
1576 207 1837
1577 880 881
1577 881 1774
972 1013 1578
1578 1013 1014
1579 319 320
1579 320 1759
1580 376 377
1580 377 322
1081 1106 1581
1581 1106 1107
988 1027 1582
1582 1027 1028
415 474 1583
1583 474 475
1584 1555 941
1584 941 1747
939 1604 1585
1585 984 1522
529 589 1586
1586 589 590
1587 1533 1024
1587 1024 1803
1588 1060 1061
1588 1061 1027
971 1012 1589
1589 1012 1013
1890 164 1590
1590 164 165
1048 1079 1591
1591 1079 1080
673 732 1592
1592 732 733
1012 1048 1593
1593 1048 1049
1594 1053 1054
1594 1054 1753
635 1644 1595
1595 695 696
1596 955 956
1596 956 909
634 1612 1597
1597 694 695
976 1017 1598
1598 1017 1018
132 173 1599
1599 173 174
1600 867 1951
1600 868 815
1134 1143 1601
1601 1143 1144
860 1703 1602
1602 911 912
1603 976 977
1603 977 1713
1604 1441 984
1604 984 1585
1605 169 170
1605 170 130
1086 1110 1606
1606 1110 1111
1607 1602 912
1607 912 1683
1608 692 693
1608 693 1614
1609 513 514
1609 514 1562
636 1697 1610
1610 696 697
1611 1059 1060
1611 1060 1026
1612 693 694
1612 694 1597
471 531 1613
1613 531 532
634 1614 1612
1608 1614 634
1615 434 435
1615 435 378
37 61 1616
1616 61 38
254 1771 1617
1617 306 307
1013 1049 1618
1618 1049 1050
1126 1139 1619
1619 1139 1140
1620 826 827
1620 827 772
1015 1051 1621
1621 1051 1052
1136 1144 1622
1622 1144 1145
97 133 1623
1623 133 134
1014 1050 1624
1624 1050 1051
1625 252 253
1625 253 205
1626 253 254
1626 254 206
163 1702 1627
1627 208 209
1027 1061 1628
1628 1061 1062
394 452 1629
1629 452 453
1630 250 251
1630 251 203
807 1634 1631
1631 861 1570
1632 251 252
1632 252 204
41 66 1633
1633 66 67
1634 1572 861
1634 861 1631
1635 691 692
1635 692 1660
1636 249 250
1636 250 202
841 1690 1637
1637 893 894
1638 496 497
1638 497 438
67 98 1639
1639 98 99
498 558 1640
1640 558 559
929 975 1641
1641 975 976
458 518 1642
1642 518 519
637 1789 1643
1643 697 698
1644 1597 695
1644 695 1595
1016 1052 1645
1645 1052 1053
158 202 1646
1646 202 203
1647 1437 940
1647 940 1555
1648 944 945
1648 945 897
958 1689 1649
1649 1001 1529
568 628 1650
1650 628 629
1651 254 255
1651 255 1728
1652 1402 1071
1652 1071 1538
1653 396 397
1653 397 341
509 569 1654
1654 569 570
1655 1088 1089
1655 1089 1060
1656 57 58
1656 58 35
454 1657 1609
1560 1657 454
558 618 1658
1658 618 619
1659 1598 1018
1659 1018 1678
633 1660 1608
1635 1660 633
1049 1080 1661
1661 1080 1081
305 1763 1662
1662 360 361
1663 509 510
1663 510 451
930 1867 1664
1664 976 1603
928 974 1665
1665 974 975
1666 1058 1059
1666 1059 1025
358 415 1667
1667 415 416
1112 1130 1668
1668 1130 1131
1669 248 249
1669 249 201
1670 93 94
1670 94 64
589 649 1671
1671 649 650
787 1676 1672
1672 842 843
1673 690 691
1673 691 1722
1674 1397 1023
1674 1023 1533
1675 1672 843
1675 843 789
1676 1521 842
1676 842 1672
1002 1677 1416
1558 1677 1002
978 1678 1476
1659 1678 978
1679 744 745
1679 745 687
176 222 1680
1680 222 223
1681 216 217
1681 217 1856
339 395 1682
1682 395 396
862 1683 1556
1607 1683 862
1684 918 919
1684 919 869
1685 162 163
1685 163 1790
177 223 1686
1686 223 224
175 221 1687
1687 221 222
1688 1637 894
1688 894 1960
1689 1498 1001
1689 1001 1649
1690 1490 893
1690 893 1637
174 220 1691
1691 220 221
1692 35 36
1692 36 18
1017 1053 1693
1693 1053 1594
1694 711 712
1694 712 653
638 698 1695
1695 698 699
1696 1432 841
1696 841 1521
1697 1595 696
1697 696 1610
1698 122 123
1698 123 89
1699 843 844
1699 844 790
173 219 1700
1700 219 220
1701 770 771
1701 771 714
1702 207 208
1702 208 1627
1703 1559 911
1703 911 1602
1704 21 22
1704 22 9
1105 1125 1705
1705 1125 1126
131 172 1706
1706 172 173
809 1707 1532
1570 1707 809
1708 267 268
1708 268 1840
1709 1410 892
1709 892 1490
732 789 1710
1710 789 790
1711 1347 983
1711 983 1441
96 132 1712
1712 132 133
932 1713 1472
1603 1713 932
1714 1562 515
1714 515 1520
1715 929 930
1715 930 1773
1716 255 256
1716 256 1568
1717 1374 840
1717 840 1432
616 676 1718
1718 676 677
119 158 1719
1719 158 159
1720 1369 939
1720 939 1437
1050 1081 1721
1721 1081 1082
632 1722 1635
1673 1722 632
1723 894 895
1723 895 844
1724 377 378
1724 378 323
1725 38 39
1725 39 20
1726 1541 860
1726 860 1572
1727 945 946
1727 946 898
207 1728 1716
1651 1728 207
1005 1042 1729
1729 1042 1043
414 473 1730
1730 473 474
1731 320 321
1731 321 1770
927 973 1732
1732 973 974
1733 1434 856
1494 1733 856
1734 456 457
1734 457 399
66 97 1735
1735 97 98
1736 88 89
1736 89 60
1737 689 690
1737 690 1839
915 962 1738
1738 962 963
1739 1351 891
1739 891 1410
1740 1662 361
1740 361 1527
1939 218 1741
1741 218 219
1742 1487 1058
1742 1058 1758
1743 1322 839
1743 839 1374
1744 954 907
1434 1744 907
1090 1113 1745
1745 1113 1114
1746 129 130
1746 130 95
893 1747 1554
1584 1747 893
521 581 1748
1748 581 582
1749 1527 362
1749 362 1453
1750 497 498
1750 498 439
470 530 1751
1751 530 531
1082 1107 1752
1752 1107 1108
1019 1753 1430
1594 1753 1019
1754 844 845
1754 845 791
1051 1082 1755
1755 1082 1083
1756 1273 1022
1756 1022 1397
1757 1120 1121
1757 1121 1100
1024 1758 1666
1742 1758 1024
268 1759 1731
1579 1759 268
1760 435 436
1760 436 379
1761 879 880
1761 880 1784
1762 1099 1100
1762 1100 1074
1763 359 360
1763 360 1662
89 1971 1764
1764 124 125
979 1765 1381
1476 1765 979
674 733 1766
1766 733 734
1767 1277 728
1767 728 1316
1768 1376 1038
1768 1038 1496
1769 1617 307
1769 307 1505
269 1770 322
1731 1770 269
1771 305 306
1771 306 1617
1772 1286 785
1772 785 1336
881 1773 1537
1715 1773 881
829 1774 1469
1577 1774 829
1775 1316 729
1775 729 1364
1057 1087 1776
1776 1087 1088
933 1777 1394
1472 1777 933
1778 1275 838
1778 838 1322
1779 1293 890
1779 890 1351
1780 1247 727
1780 727 1277
1781 1249 784
1781 784 1286
882 1782 1443
1537 1782 882
830 1783 1404
1469 1783 830
828 1784 1577
1761 1784 828
1785 1454 867
1523 1785 867
1786 1292 938
1786 938 1369
1787 1336 786
1787 786 1390
863 1788 1515
1556 1788 863
1789 1610 697
1789 697 1643
1890 1790 164
1685 1790 124
1791 170 171
1791 171 1907
1792 946 947
1792 947 899
1040 1793 1329
1447 1793 1040
267 1794 1579
1483 1794 267
60 90 1795
1795 90 91
253 1829 1796
1796 305 1771
528 588 1797
1797 588 589
1798 1235 982
1798 982 1347
1799 1453 363
1799 363 1403
1800 895 896
1800 896 845
1801 800 801
1801 801 745
1802 1445 857
1493 1802 857
985 1803 1524
1587 1803 985
1804 1223 783
1804 783 1249
879 929 1805
1805 929 1715
1806 1440 1099
1806 1099 1073
831 1807 1350
1404 1807 831
1052 1083 1808
1808 1083 1084
1809 1290 574
1809 574 1224
269 322 1810
1810 322 323
1811 1364 730
1811 730 1411
1812 1212 669
1812 669 1229
1813 1494 802
1516 1813 802
883 1814 1386
1443 1814 883
1815 1232 726
1815 726 1247
1020 1816 1149
1430 1816 1020
1817 176 177
1817 177 136
1818 42 43
1818 43 23
1819 1505 308
1819 308 1435
1820 1568 257
1820 257 1473
1821 1249 727
1247 1821 727
1822 1286 728
1277 1822 728
853 904 1823
1823 904 905
1824 1203 668
1824 668 1212
810 1825 1517
1532 1825 810
1826 1149 1021
1826 1021 1273
826 879 1827
1827 879 1761
907 954 1828
954 1180 1828
1829 304 305
1829 305 1796
1830 1380 478
1830 478 1340
1831 1108 1109
1831 1109 1085
639 699 1832
1832 699 700
1833 1390 787
1833 787 1450
453 1834 1560
1539 1834 453
1835 358 359
1835 359 1899
1836 1336 729
1316 1836 729
163 1837 1702
1576 1837 163
1838 1231 837
1838 837 1275
631 1839 1673
1737 1839 631
219 1840 269
1708 1840 219
1096 1118 1841
1841 1118 1119
1842 1224 575
1842 575 1182
1843 1237 889
1843 889 1293
1844 825 826
1844 826 771
1845 1223 726
1232 1845 726
718 1846 1306
1348 1846 718
719 1847 1269
1306 1847 719
1848 963 917
1454 1848 917
85 119 1849
1849 119 120
926 972 1850
1850 972 973
1851 1229 670
1851 670 1260
1852 1776 1088
1852 1088 1059
1853 1340 479
1853 479 1312
1854 1344 1057
1854 1057 1487
1855 1519 910
1855 910 1559
1939 1856 218
1681 1856 172
1857 1157 609
1857 609 1154
1858 1493 803
1429 1858 803
980 1859 1148
1381 1859 980
1860 1390 730
1364 1860 730
1861 1523 814
1414 1861 814
906 953 1862
953 1187 1862
1863 1401 419
1863 419 1361
960 1864 1425
1529 1864 960
1865 1202 782
1865 782 1223
1866 397 398
1866 398 342
1867 1641 976
1867 976 1664
1868 1277 669
1212 1868 669
832 1869 1300
1350 1869 832
1870 1808 1084
1870 1084 1936
1871 688 689
1871 689 630
941 1872 1470
1522 1872 941
357 414 1873
1873 414 415
1874 955 908
1445 1874 908
374 1875 1396
1360 1875 374
1876 1316 670
1229 1876 670
218 1877 1708
1566 1877 218
1878 1322 784
1249 1878 784
776 1879 1281
1325 1879 776
1880 1205 667
1880 667 1203
1881 1247 668
1203 1881 668
1882 1275 783
1223 1882 783
934 1883 1323
1394 1883 934
1884 1148 981
1884 981 1235
1885 1172 608
1885 608 1157
884 1886 1326
1386 1886 884
1887 1374 785
1286 1887 785
1888 1363 573
1888 573 1290
660 1889 1213
1230 1889 660
124 1890 1590
124 1790 1890
219 269 1891
1891 269 270
1892 1419 477
1892 477 1380
775 1893 1325
1370 1893 775
1894 1215 937
1894 937 1292
375 1895 1442
1396 1895 375
720 1896 1239
1269 1896 720
1897 1214 725
1897 725 1232
508 568 1898
1898 568 569
305 1899 1763
1835 1899 305
1900 1364 671
1260 1900 671
95 131 1901
1901 131 132
1902 868 869
1902 869 816
1903 1361 420
1903 420 1328
659 1904 1230
1257 1904 659
270 323 1905
1905 323 324
1906 1154 610
1906 610 1158
131 1907 172
1791 1907 131
717 1908 1348
1398 1908 717
1909 1293 838
1275 1909 838
1910 1432 786
1336 1910 786
1911 1212 609
1157 1911 609
1912 1229 610
1154 1912 610
1913 1202 725
1214 1913 725
1914 1627 209
1914 209 1500
1915 1255 539
1915 539 1234
777 1916 1244
1281 1916 777
1917 1175 549
1917 549 1163
40 65 1918
1918 65 66
1919 1237 837
1231 1919 837
1920 1411 731
1920 731 1477
1921 1166 659
1921 659 1162
1922 1154 550
1163 1922 550
1923 1162 660
1923 660 1164
567 627 1924
1924 627 628
1925 1158 551
1167 1925 551
1926 1260 611
1158 1926 611
1927 1351 839
1322 1927 839
1928 1190 836
1928 836 1231
1929 1162 600
1165 1929 600
1930 1169 599
1930 599 1165
1931 1157 549
1175 1931 549
1932 1166 599
1169 1932 599
1933 1171 598
1173 1933 598
1934 1231 782
1202 1934 782
1935 1525 859
1935 859 1541
1054 1936 1528
1870 1936 1054
1937 964 918
1489 1937 918
1938 1196 888
1938 888 1237
172 1939 1741
172 1856 1939
1940 1450 788
1940 788 1545
1941 1455 418
1941 418 1401
